ticker,entry_date,entry_price,sl_price,tp_price,exit_date,exit_price,target_pct,sl_pct,outcome,pnl_pct
UJJIVANSFB,2022-04-20,16.86,16.29,18.95,2022-05-11,16.29,12.38,3.42,LOSS,-3.42
UJJIVANSFB,2022-09-26,21.28,20.55,25.8,2022-10-07,25.8,21.27,3.41,WIN,21.27
UJJIVANSFB,2022-12-23,26.79,26.48,30.5,2022-12-26,26.48,13.86,1.14,LOSS,-1.14
UJJIVANSFB,2023-10-26,51.23,49.5,60.35,2023-12-08,60.35,17.81,3.37,WIN,17.81
UJJIVANSFB,2025-02-14,33.15,32.62,41.0,2025-02-17,32.62,23.68,1.6,LOSS,-1.6
UJJIVANSFB,2025-07-25,44.05,42.95,51.87,2025-07-28,42.95,17.76,2.49,LOSS,-2.49
UJJIVANSFB,2026-02-02,59.46,57.02,68.0,2026-03-02,57.02,14.36,4.11,LOSS,-4.11
UJJIVANSFB,2026-05-11,58.39,55.85,65.46,2026-05-14,55.85,12.1,4.35,LOSS,-4.35
IGPL,2021-03-24,414.0,408.87,499.9,2021-03-25,408.87,20.75,1.24,LOSS,-1.24
IGPL,2021-08-09,615.5,591.2,682.0,2021-08-10,591.2,10.8,3.95,LOSS,-3.95
IGPL,2021-11-15,766.49,736.5,1018.6,2021-11-16,736.5,32.89,3.91,LOSS,-3.91
IGPL,2022-02-14,679.64,663.1,773.0,2022-02-22,663.1,13.74,2.43,LOSS,-2.43
IGPL,2022-05-04,718.39,698.9,795.0,2022-05-06,698.9,10.66,2.71,LOSS,-2.71
IGPL,2023-10-23,502.21,479.25,589.7,2023-10-25,479.25,17.42,4.57,LOSS,-4.57
IGPL,2024-02-14,466.3,455.55,517.1,2024-02-16,455.55,10.89,2.31,LOSS,-2.31
IGPL,2026-05-18,433.77,416.1,481.0,2026-05-19,481.0,10.89,4.07,WIN,10.89
MAHESHWARI,2021-08-18,105.91,102.95,140.4,2021-08-25,102.95,32.56,2.8,LOSS,-2.8
MAHESHWARI,2022-05-04,93.91,92.76,113.0,2022-05-06,92.76,20.32,1.22,LOSS,-1.22
MAHESHWARI,2022-09-20,77.99,74.99,91.8,2022-10-14,74.99,17.71,3.84,LOSS,-3.84
MAHESHWARI,2023-09-18,66.03,63.05,77.45,2023-09-26,77.45,17.3,4.51,WIN,17.3
MAHESHWARI,2023-11-29,82.11,78.15,102.45,2023-12-27,78.15,24.77,4.83,LOSS,-4.83
MAHESHWARI,2024-09-11,65.82,63.21,81.0,2024-09-17,63.21,23.05,3.97,LOSS,-3.97
MAHESHWARI,2024-12-19,62.34,61.16,72.95,2024-12-20,61.16,17.03,1.88,LOSS,-1.88
MAHESHWARI,2025-01-10,61.14,59.72,67.9,2025-01-13,59.72,11.05,2.33,LOSS,-2.33
MAHESHWARI,2026-02-11,44.87,43.23,56.86,2026-02-13,43.23,26.71,3.66,LOSS,-3.66
SOMATEX,2021-08-06,7.33,7.18,8.65,2021-08-09,7.18,18.09,2.01,LOSS,-2.01
SOMATEX,2021-09-21,8.06,7.75,9.8,2021-09-29,7.75,21.55,3.88,LOSS,-3.88
SOMATEX,2022-01-14,7.89,7.42,10.9,2022-01-17,7.42,38.19,5.86,LOSS,-5.86
SOMATEX,2022-07-25,7.47,7.28,8.85,2022-07-28,7.28,18.39,2.66,LOSS,-2.66
SOMATEX,2022-12-26,8.78,8.66,11.15,2022-12-29,8.66,27.07,1.28,LOSS,-1.28
SOMATEX,2024-01-22,20.71,20.2,23.8,2024-01-23,20.2,14.91,2.49,LOSS,-2.49
SOMATEX,2024-02-13,22.73,22.2,26.65,2024-02-14,22.2,17.27,2.31,LOSS,-2.31
SOMATEX,2024-05-07,31.54,30.69,42.2,,,33.81,2.69,OPEN,0.0
SOMATEX,2024-10-03,37.86,36.0,43.57,2024-10-07,36.0,15.08,4.91,LOSS,-4.91
SOMATEX,2025-05-20,43.25,41.6,49.99,2025-06-05,41.6,15.58,3.82,LOSS,-3.82
SOMATEX,2026-02-13,103.76,102.72,148.0,2026-03-10,102.72,42.63,1.0,LOSS,-1.0
SOMATEX,2026-04-08,96.11,95.15,107.5,2026-04-09,95.15,11.85,1.0,LOSS,-1.0
SOMATEX,2026-05-18,101.11,98.45,125.0,2026-06-08,98.45,23.63,2.63,LOSS,-2.63
SOMATEX,2026-08-06,94.24,93.05,119.45,2026-08-11,93.05,26.75,1.27,LOSS,-1.27
MUKANDLTD,2021-10-22,135.25,131.0,161.0,2021-10-25,131.0,19.04,3.14,LOSS,-3.14
MUKANDLTD,2022-01-12,128.66,125.6,141.9,2022-01-13,125.6,10.29,2.38,LOSS,-2.38
MUKANDLTD,2022-03-07,130.14,128.5,144.75,2022-03-21,128.5,11.23,1.26,LOSS,-1.26
MUKANDLTD,2022-04-20,135.96,132.61,165.3,2022-04-25,132.61,21.58,2.47,LOSS,-2.47
MUKANDLTD,2023-10-23,160.36,156.3,198.0,2023-10-24,156.3,23.47,2.53,LOSS,-2.53
MUKANDLTD,2024-10-07,154.5,150.54,175.95,2024-10-22,150.54,13.88,2.56,LOSS,-2.56
MUKANDLTD,2025-08-07,122.75,115.83,149.0,,,21.38,5.64,OPEN,0.0
UEL,2025-09-22,301.26,293.75,371.3,2025-09-29,293.75,23.25,2.49,LOSS,-2.49
ANDHRSUGAR,2021-03-17,303.5,299.97,344.9,2021-03-18,299.97,13.64,1.16,LOSS,-1.16
ANDHRSUGAR,2021-06-18,417.97,407.25,463.85,2021-06-24,463.85,10.98,2.57,WIN,10.98
ANDHRSUGAR,2022-02-15,139.5,134.64,165.5,2022-02-21,134.64,18.64,3.48,LOSS,-3.48
ANDHRSUGAR,2024-09-11,110.0,107.35,123.74,2024-10-07,107.35,12.49,2.41,LOSS,-2.41
ANDHRSUGAR,2025-08-01,76.39,74.2,85.77,2025-08-07,74.2,12.29,2.86,LOSS,-2.86
AARVI,2021-07-13,69.29,67.1,77.3,2021-07-14,77.3,11.56,3.16,WIN,11.56
AARVI,2021-10-25,58.22,56.3,67.0,2021-10-28,56.3,15.07,3.31,LOSS,-3.31
AARVI,2021-11-22,56.55,54.5,64.0,2021-11-23,64.0,13.17,3.63,WIN,13.17
AARVI,2022-05-12,92.97,89.5,127.25,2022-06-21,89.5,36.86,3.74,LOSS,-3.74
AARVI,2022-08-29,105.06,103.95,123.7,2022-08-30,103.95,17.74,1.06,LOSS,-1.06
AARVI,2022-12-22,154.36,151.0,203.0,2022-12-23,151.0,31.51,2.18,LOSS,-2.18
AARVI,2024-02-08,142.66,136.05,183.9,2024-02-09,136.05,28.91,4.64,LOSS,-4.64
AARVI,2024-10-25,140.69,137.35,168.0,2024-11-14,137.35,19.41,2.38,LOSS,-2.38
AARVI,2025-05-07,101.91,97.6,115.94,2025-05-19,115.94,13.76,4.23,WIN,13.76
AARVI,2025-12-03,123.22,118.81,152.0,2026-01-21,118.81,23.35,3.58,LOSS,-3.58
ITI,2021-07-20,130.16,126.75,143.8,2021-07-26,126.75,10.48,2.62,LOSS,-2.62
ITI,2023-12-20,279.23,269.1,317.95,2024-01-02,317.95,13.87,3.63,WIN,13.87
ITI,2024-06-04,259.57,251.36,318.8,2024-06-18,318.8,22.82,3.16,WIN,22.82
ITI,2025-01-14,414.0,390.26,592.7,2025-01-15,390.26,43.16,5.73,LOSS,-5.73
ITI,2026-03-18,263.25,258.39,297.7,2026-03-19,258.39,13.09,1.85,LOSS,-1.85
ITI,2026-06-29,295.38,287.25,325.85,2026-07-08,287.25,10.32,2.75,LOSS,-2.75
SRD,2025-04-29,63.95,62.77,75.2,2025-05-07,62.77,17.58,1.86,LOSS,-1.86
SRD,2025-09-04,79.9,76.05,91.0,2025-09-08,76.05,13.9,4.82,LOSS,-4.82
SRD,2026-01-13,61.65,59.95,71.0,2026-01-16,59.95,15.16,2.76,LOSS,-2.76
SRD,2026-09-02,38.23,37.0,42.42,,,10.97,3.21,OPEN,0.0
3PLAND,2021-07-16,14.71,14.06,18.8,2021-08-12,14.06,27.78,4.45,LOSS,-4.45
3PLAND,2022-02-23,15.35,14.85,22.8,2022-02-25,14.85,48.53,3.26,LOSS,-3.26
3PLAND,2022-05-02,15.41,15.25,20.7,2022-05-03,15.25,34.31,1.08,LOSS,-1.08
3PLAND,2023-01-24,25.79,24.8,36.65,2023-01-25,24.8,42.12,3.83,LOSS,-3.83
3PLAND,2023-05-11,21.16,20.79,27.75,2023-06-09,20.79,31.13,1.76,LOSS,-1.76
3PLAND,2023-10-11,25.11,24.25,30.45,2023-10-27,24.25,21.25,3.41,LOSS,-3.41
3PLAND,2024-08-16,39.5,38.61,56.15,2024-09-24,38.61,42.14,2.26,LOSS,-2.26
3PLAND,2024-12-31,60.11,59.39,82.06,2025-01-01,59.39,36.52,1.2,LOSS,-1.2
3PLAND,2025-04-29,39.74,37.78,44.98,2025-05-02,44.98,13.19,4.93,WIN,13.19
HARSHA,2023-05-29,433.82,412.3,478.4,2023-06-26,478.4,10.27,4.96,WIN,10.27
HARSHA,2024-05-09,409.21,397.5,456.7,2024-05-21,456.7,11.6,2.86,WIN,11.6
HARSHA,2024-12-23,489.64,480.0,560.0,2025-01-10,480.0,14.37,1.97,LOSS,-1.97
HARSHA,2025-05-08,365.69,361.35,406.95,2025-05-09,361.35,11.28,1.19,LOSS,-1.19
HARSHA,2025-06-13,385.07,377.45,451.85,,,17.34,1.98,OPEN,0.0
HARSHA,2026-02-23,374.56,360.4,418.0,2026-03-02,360.4,11.6,3.78,LOSS,-3.78
HARSHA,2026-07-23,404.94,390.85,451.0,2026-08-20,451.0,11.38,3.48,WIN,11.38
INOXINDIA,2024-03-13,1090.69,1064.25,1294.0,2024-03-14,1064.25,18.64,2.42,LOSS,-2.42
INOXINDIA,2024-07-19,1266.5,1237.95,1405.0,2024-07-22,1237.95,10.94,2.25,LOSS,-2.25
INOXINDIA,2024-11-22,1119.42,1076.0,1247.0,2024-12-23,1076.0,11.4,3.88,LOSS,-3.88
INOXINDIA,2026-09-15,1982.3,1896.1,2320.0,,,17.04,4.35,OPEN,0.0
MMP,2021-06-24,108.74,106.92,123.5,2021-06-25,106.92,13.58,1.67,LOSS,-1.67
MMP,2022-01-18,179.61,176.91,198.8,2022-01-24,176.91,10.68,1.5,LOSS,-1.5
MMP,2022-06-06,195.05,187.65,219.0,2022-06-14,187.65,12.28,3.79,LOSS,-3.79
MMP,2023-10-23,211.25,202.6,250.1,2023-11-15,202.6,18.39,4.09,LOSS,-4.09
MMP,2023-12-11,210.66,206.91,244.0,2023-12-14,206.91,15.83,1.78,LOSS,-1.78
MMP,2024-08-05,315.0,305.12,358.45,2024-08-12,358.45,13.79,3.14,WIN,13.79
MMP,2025-05-27,253.15,244.22,287.0,2025-05-28,244.22,13.37,3.53,LOSS,-3.53
MMP,2025-08-01,260.81,250.01,318.0,2025-08-07,250.01,21.93,4.14,LOSS,-4.14
MMP,2026-06-08,259.46,254.23,319.98,2026-06-11,254.23,23.33,2.01,LOSS,-2.01
AARTIIND,2021-11-22,909.62,880.5,1131.8,,,24.42,3.2,OPEN,0.0
AARTIIND,2022-02-21,941.23,915.1,1107.8,2022-02-22,915.1,17.7,2.78,LOSS,-2.78
AARTIIND,2023-10-23,457.38,451.25,517.8,2023-10-25,451.25,13.21,1.34,LOSS,-1.34
AARTIIND,2025-01-27,420.4,403.25,466.4,2025-02-03,466.4,10.94,4.08,WIN,10.94
AARTIIND,2026-03-16,414.09,399.4,456.75,2026-03-30,399.4,10.3,3.55,LOSS,-3.55
AARTIIND,2026-09-07,489.24,481.15,541.7,2026-09-15,481.15,10.72,1.65,LOSS,-1.65
DEEDEV,2025-01-10,281.4,271.0,357.9,2025-01-13,271.0,27.19,3.7,LOSS,-3.7
DEEDEV,2025-08-13,279.99,276.11,320.0,2025-08-22,276.11,14.29,1.38,LOSS,-1.38
DEEDEV,2025-12-26,210.88,207.9,235.39,2025-12-29,207.9,11.62,1.41,LOSS,-1.41
DEEDEV,2026-09-15,608.8,599.94,710.0,2026-09-16,599.94,16.62,1.46,LOSS,-1.46
TI,2021-07-28,39.31,37.55,49.2,2021-08-05,37.55,25.15,4.48,LOSS,-4.48
TI,2021-11-30,81.0,79.69,94.85,2021-12-01,79.69,17.1,1.61,LOSS,-1.61
TI,2022-01-11,90.46,87.3,102.9,2022-01-19,87.3,13.75,3.5,LOSS,-3.5
TI,2022-11-22,94.49,90.85,104.0,2022-11-29,104.0,10.07,3.85,WIN,10.07
TI,2024-07-08,239.62,233.99,288.9,2024-07-10,233.99,20.56,2.35,LOSS,-2.35
TI,2026-05-12,440.09,425.95,489.9,2026-05-15,425.95,11.32,3.21,LOSS,-3.21
SUBROS,2021-08-05,321.35,314.55,364.9,2021-08-10,314.55,13.55,2.12,LOSS,-2.12
SUBROS,2022-01-24,350.93,340.15,411.9,2022-02-11,340.15,17.38,3.07,LOSS,-3.07
SUBROS,2022-10-21,342.52,332.5,378.95,2022-10-25,332.5,10.63,2.93,LOSS,-2.93
SUBROS,2023-10-20,381.21,375.1,419.65,2023-10-23,375.1,10.08,1.6,LOSS,-1.6
SUBROS,2024-02-12,577.04,559.4,701.0,2024-03-11,559.4,21.48,3.06,LOSS,-3.06
SUBROS,2025-01-10,626.27,611.0,705.45,2025-01-27,611.0,12.64,2.44,LOSS,-2.44
SUBROS,2025-02-28,572.9,550.1,650.1,2025-03-03,550.1,13.48,3.98,LOSS,-3.98
SUBROS,2025-05-09,570.21,553.3,638.95,2025-05-14,638.95,12.05,2.97,WIN,12.05
SUBROS,2025-11-06,1035.75,997.0,1161.0,2025-11-07,997.0,12.09,3.74,LOSS,-3.74
GUJGASLTD,2021-03-15,508.42,485.0,566.7,2021-04-09,566.7,11.46,4.61,WIN,11.46
GUJGASLTD,2021-04-13,525.1,502.6,580.5,2021-05-14,502.6,10.55,4.28,LOSS,-4.28
GUJGASLTD,2021-12-20,609.56,598.95,684.0,2022-01-07,684.0,12.21,1.74,WIN,12.21
GUJGASLTD,2022-02-09,634.14,619.3,714.0,2022-02-14,619.3,12.59,2.34,LOSS,-2.34
GUJGASLTD,2022-04-29,491.67,483.3,541.6,2022-05-02,483.3,10.15,1.7,LOSS,-1.7
GUJGASLTD,2022-08-29,451.8,429.7,501.55,2022-09-09,501.55,11.01,4.89,WIN,11.01
GUJGASLTD,2024-09-18,618.19,599.9,689.95,2024-09-26,599.9,11.61,2.96,LOSS,-2.96
GUJGASLTD,2025-07-25,461.02,450.95,508.7,2025-07-28,450.95,10.34,2.19,LOSS,-2.19
VISASTEEL,2021-03-26,6.43,6.15,8.25,2021-03-30,6.15,28.4,4.28,LOSS,-4.28
VISASTEEL,2021-06-22,9.52,9.1,11.9,2021-07-29,11.9,24.93,4.46,WIN,24.93
VISASTEEL,2021-08-12,10.11,10.0,14.7,2021-08-20,10.0,45.36,1.12,LOSS,-1.12
VISASTEEL,2022-02-22,14.01,13.61,17.4,2022-02-23,13.61,24.17,2.85,LOSS,-2.85
VISASTEEL,2023-07-28,13.56,13.32,15.6,2023-07-31,13.32,15.02,1.82,LOSS,-1.82
VISASTEEL,2025-04-11,31.8,31.36,36.35,2025-04-21,36.35,14.31,1.37,WIN,14.31
VISASTEEL,2025-08-07,31.54,31.11,35.67,2025-08-26,31.11,13.09,1.38,LOSS,-1.38
VISASTEEL,2026-01-06,49.11,47.07,56.3,2026-01-08,47.07,14.65,4.15,LOSS,-4.15
VISASTEEL,2026-02-24,37.21,36.18,42.07,2026-03-04,36.18,13.05,2.76,LOSS,-2.76
CARYSIL,2026-03-02,866.2,835.56,1045.0,2026-03-09,835.56,20.64,3.54,LOSS,-3.54
AHLADA,2021-06-01,109.75,106.92,124.7,2021-06-07,124.7,13.62,2.58,WIN,13.62
AHLADA,2022-12-12,104.18,100.0,127.45,2023-01-05,100.0,22.34,4.01,LOSS,-4.01
AHLADA,2023-12-19,111.5,107.15,124.4,2023-12-27,124.4,11.57,3.9,WIN,11.57
AHLADA,2024-05-08,117.64,114.25,131.0,2024-05-10,114.25,11.36,2.88,LOSS,-2.88
AHLADA,2024-05-31,132.18,126.22,167.35,2024-06-03,126.22,26.61,4.5,LOSS,-4.5
AHLADA,2024-09-19,109.02,106.1,125.9,2024-09-30,106.1,15.48,2.68,LOSS,-2.68
AHLADA,2025-06-20,70.2,68.31,81.0,2025-06-23,68.31,15.38,2.69,LOSS,-2.69
AHLADA,2025-10-30,58.09,57.41,72.0,2025-11-06,57.41,23.95,1.17,LOSS,-1.17
AHLADA,2026-01-14,51.03,48.02,66.44,2026-02-02,48.02,30.19,5.89,LOSS,-5.89
AHLADA,2026-08-14,37.9,37.0,42.0,2026-08-17,37.0,10.82,2.37,LOSS,-2.37
PVSL,2025-07-25,124.18,119.0,138.9,2025-08-07,119.0,11.85,4.17,LOSS,-4.17
PVSL,2026-02-12,112.09,109.47,125.0,2026-02-13,109.47,11.52,2.33,LOSS,-2.33
PVSL,2026-08-21,111.18,106.05,124.0,2026-08-27,106.05,11.54,4.61,LOSS,-4.61
SURANAT&P,2021-07-26,6.45,6.34,8.3,2021-07-28,6.34,28.68,1.77,LOSS,-1.77
SURANAT&P,2022-05-13,10.85,10.69,16.0,2022-05-16,10.69,47.47,1.46,LOSS,-1.46
SURANAT&P,2022-07-29,11.75,11.48,13.8,2022-08-05,11.48,17.45,2.26,LOSS,-2.26
SURANAT&P,2022-09-21,11.66,11.15,13.7,2022-09-29,11.15,17.47,4.39,LOSS,-4.39
SURANAT&P,2023-01-30,10.83,10.69,13.0,2023-01-31,10.69,20.09,1.23,LOSS,-1.23
SURANAT&P,2024-02-08,17.15,16.4,20.9,2024-03-06,16.4,21.87,4.37,LOSS,-4.37
SURANAT&P,2024-04-22,15.59,14.95,18.6,2024-05-03,14.95,19.33,4.09,LOSS,-4.09
SURANAT&P,2024-10-07,21.5,21.04,26.0,2024-10-08,21.04,20.93,2.15,LOSS,-2.15
SURANAT&P,2024-11-11,21.88,21.62,24.14,2024-11-12,21.62,10.33,1.18,LOSS,-1.18
SURANAT&P,2025-12-29,20.57,20.27,23.0,2025-12-30,20.27,11.8,1.49,LOSS,-1.49
ARMANFIN,2021-06-25,647.61,629.64,759.0,2021-07-26,759.0,17.2,2.78,WIN,17.2
ARMANFIN,2021-11-22,957.5,945.45,1098.8,2021-11-23,945.45,14.76,1.26,LOSS,-1.26
ARMANFIN,2022-05-09,982.11,950.1,1275.0,2022-05-11,950.1,29.82,3.26,LOSS,-3.26
ARMANFIN,2023-02-15,1519.9,1470.0,1690.0,2023-02-17,1470.0,11.19,3.28,LOSS,-3.28
ARMANFIN,2024-04-15,1901.26,1819.15,2147.1,2024-05-27,2147.1,12.93,4.32,WIN,12.93
ARMANFIN,2024-06-27,2038.84,2011.14,2530.0,2024-07-18,2011.14,24.09,1.36,LOSS,-1.36
ARMANFIN,2024-09-25,1685.25,1663.2,1864.4,2024-09-26,1663.2,10.63,1.31,LOSS,-1.31
ARMANFIN,2025-04-07,1180.64,1168.2,1449.0,2025-04-16,1449.0,22.73,1.05,WIN,22.73
ARMANFIN,2026-06-01,1574.75,1522.62,1906.6,2026-06-02,1522.62,21.07,3.31,LOSS,-3.31
NAVKARCORP,2021-03-17,40.65,39.4,44.9,2021-03-18,39.4,10.46,3.08,LOSS,-3.08
NAVKARCORP,2022-08-17,78.61,76.63,90.15,2022-08-18,76.63,14.68,2.53,LOSS,-2.53
NAVKARCORP,2022-12-23,56.42,54.4,65.0,2022-12-26,54.4,15.2,3.59,LOSS,-3.59
NAVKARCORP,2024-09-09,139.16,132.35,164.4,2024-09-19,132.35,18.14,4.89,LOSS,-4.89
NAVKARCORP,2025-01-10,136.55,131.8,164.7,2025-01-27,131.8,20.62,3.48,LOSS,-3.48
UCAL,2024-05-31,157.46,153.55,195.5,2024-06-04,153.55,24.16,2.48,LOSS,-2.48
UCAL,2025-01-16,172.5,167.05,197.4,2025-01-24,167.05,14.44,3.16,LOSS,-3.16
UCAL,2025-05-07,139.4,134.71,161.95,2025-05-16,161.95,16.18,3.36,WIN,16.18
GANESHCP,2026-05-12,197.4,192.0,227.0,2026-05-18,192.0,15.0,2.73,LOSS,-2.73
JLHL,2025-04-07,1456.42,1403.7,1668.0,2025-05-12,1403.7,14.53,3.62,LOSS,-3.62
REPL,2021-03-18,190.93,187.11,215.25,2021-03-19,187.11,12.74,2.0,LOSS,-2.0
REPL,2021-06-18,242.32,230.55,280.0,2021-07-13,230.55,15.55,4.86,LOSS,-4.86
REPL,2022-02-11,222.6,214.5,279.45,2022-02-14,214.5,25.54,3.64,LOSS,-3.64
REPL,2022-08-24,179.93,176.35,204.9,2022-08-29,176.35,13.88,1.99,LOSS,-1.99
REPL,2023-09-12,188.75,181.35,207.9,2023-10-03,181.35,10.15,3.92,LOSS,-3.92
REPL,2024-03-11,191.25,182.3,238.95,2024-03-13,182.3,24.94,4.68,LOSS,-4.68
REPL,2024-08-02,177.3,171.88,196.92,2024-08-05,171.88,11.07,3.06,LOSS,-3.06
JSWINFRA,2023-12-20,215.69,207.8,247.5,2023-12-21,207.8,14.75,3.66,LOSS,-3.66
JSWINFRA,2024-03-13,218.12,215.72,276.2,2024-03-14,215.72,26.62,1.1,LOSS,-1.1
JSWINFRA,2024-06-05,253.25,249.0,285.45,2024-06-06,285.45,12.71,1.68,WIN,12.71
JSWINFRA,2024-10-07,311.46,302.25,352.85,2024-10-22,302.25,13.29,2.96,LOSS,-2.96
BELRISE,2025-08-28,139.13,134.02,156.9,2025-09-18,156.9,12.77,3.67,WIN,12.77
SAATVIKGL,2026-01-20,379.55,370.3,433.0,2026-01-21,370.3,14.08,2.44,LOSS,-2.44
SAATVIKGL,2026-02-24,399.07,390.01,446.9,2026-02-25,390.01,11.98,2.27,LOSS,-2.27
PERSISTENT,2022-09-07,3281.25,3164.2,3747.0,2022-09-16,3164.2,14.19,3.57,LOSS,-3.57
TNPL,2022-02-14,121.81,117.05,137.0,2022-03-11,137.0,12.47,3.91,WIN,12.47
TNPL,2023-11-13,262.6,251.05,302.95,2023-12-19,302.95,15.37,4.4,WIN,15.37
TNPL,2024-05-27,256.76,253.05,292.6,2024-05-28,253.05,13.96,1.45,LOSS,-1.45
TNPL,2024-12-26,196.74,194.01,216.59,2024-12-27,194.01,10.09,1.39,LOSS,-1.39
TNPL,2025-07-28,156.68,150.6,190.77,2025-09-26,150.6,21.76,3.88,LOSS,-3.88
TNPL,2025-08-26,159.14,154.44,179.9,2025-09-23,154.44,13.05,2.95,LOSS,-2.95
CONSUMER,2025-02-10,10.9,10.69,12.5,2025-02-11,10.69,14.68,1.93,LOSS,-1.93
NAGREEKCAP,2022-02-09,15.3,15.0,17.3,2022-02-10,15.0,13.07,1.96,LOSS,-1.96
NAGREEKCAP,2022-11-21,12.55,12.28,17.55,2022-12-14,17.55,39.84,2.18,WIN,39.84
NAGREEKCAP,2023-04-21,19.69,19.06,28.1,2023-07-14,19.06,42.73,3.2,LOSS,-3.2
NAGREEKCAP,2023-05-30,21.1,20.79,24.85,2023-05-31,20.79,17.77,1.47,LOSS,-1.47
NAGREEKCAP,2023-06-14,20.62,20.29,23.5,2023-06-16,20.29,13.94,1.6,LOSS,-1.6
NAGREEKCAP,2023-07-10,20.61,19.8,24.6,2023-07-11,19.8,19.35,3.94,LOSS,-3.94
NAGREEKCAP,2024-03-01,19.89,19.4,25.85,2024-03-04,19.4,29.98,2.45,LOSS,-2.45
NAGREEKCAP,2024-05-09,18.68,18.07,21.8,2024-05-10,18.07,16.73,3.25,LOSS,-3.25
NAGREEKCAP,2024-06-21,21.43,21.14,24.28,2024-06-24,21.14,13.33,1.35,LOSS,-1.35
NAGREEKCAP,2024-07-15,27.17,26.63,31.29,2024-07-18,26.63,15.14,2.0,LOSS,-2.0
NAGREEKCAP,2024-08-29,27.59,27.12,31.51,2024-08-30,27.12,14.2,1.73,LOSS,-1.73
NAGREEKCAP,2025-05-08,24.98,24.73,32.1,2025-05-09,24.73,28.49,1.01,LOSS,-1.01
NAGREEKCAP,2025-06-09,28.07,27.72,33.4,2025-06-10,27.72,19.0,1.24,LOSS,-1.24
NAGREEKCAP,2025-11-10,30.58,29.5,34.34,2025-11-11,29.5,12.31,3.52,LOSS,-3.52
NAGREEKCAP,2026-02-18,27.84,26.73,34.79,2026-02-24,26.73,24.98,3.98,LOSS,-3.98
INDBANK,2021-04-12,13.57,13.37,16.5,2021-04-15,13.37,21.55,1.55,LOSS,-1.55
INDBANK,2021-12-17,21.88,21.53,25.45,2021-12-20,21.53,16.34,1.57,LOSS,-1.57
INDBANK,2022-02-11,25.88,24.7,30.5,2022-02-14,24.7,17.87,4.54,LOSS,-4.54
INDBANK,2022-04-18,25.35,24.65,30.95,2022-04-26,30.95,22.09,2.76,WIN,22.09
INDBANK,2023-10-23,32.46,31.2,47.05,2023-10-25,31.2,44.94,3.89,LOSS,-3.89
INDBANK,2024-05-06,48.11,47.62,55.8,2024-05-07,47.62,15.98,1.03,LOSS,-1.03
INDBANK,2024-08-02,51.59,49.05,59.39,2024-08-05,49.05,15.13,4.91,LOSS,-4.91
INDBANK,2025-01-10,42.36,41.45,53.0,2025-01-13,41.45,25.13,2.14,LOSS,-2.14
INDBANK,2026-01-15,36.06,35.15,42.0,2026-01-20,35.15,16.46,2.54,LOSS,-2.54
JISLJALEQS,2021-03-19,19.64,19.11,26.35,2021-03-25,19.11,34.18,2.7,LOSS,-2.7
JISLJALEQS,2021-08-20,26.84,26.48,36.15,2021-08-23,26.48,34.7,1.32,LOSS,-1.32
JISLJALEQS,2022-01-25,39.51,38.86,46.8,2022-02-14,38.86,18.44,1.66,LOSS,-1.66
JISLJALEQS,2022-04-25,42.29,40.6,48.25,2022-05-02,40.6,14.1,3.99,LOSS,-3.99
JISLJALEQS,2024-06-04,57.56,56.97,67.5,2024-06-05,56.97,17.26,1.02,LOSS,-1.02
JISLJALEQS,2025-01-22,75.24,73.5,83.4,2025-01-24,73.5,10.84,2.32,LOSS,-2.32
JISLJALEQS,2025-06-20,58.29,56.0,66.45,2025-07-08,56.0,14.0,3.93,LOSS,-3.93
JISLJALEQS,2025-09-26,51.06,48.73,58.3,2025-10-14,48.73,14.18,4.56,LOSS,-4.56
JISLJALEQS,2025-11-04,49.86,48.9,55.79,2025-11-06,48.9,11.9,1.92,LOSS,-1.92
JISLJALEQS,2026-05-12,32.58,31.1,36.6,2026-05-15,31.1,12.36,4.53,LOSS,-4.53
JISLJALEQS,2026-06-11,29.54,28.76,33.09,2026-06-18,33.09,12.03,2.63,WIN,12.03
JISLJALEQS,2026-09-02,27.84,27.41,31.0,2026-09-04,31.0,11.34,1.55,WIN,11.34
VIMTALABS,2021-04-29,247.61,240.32,296.9,2021-05-04,240.32,19.91,2.94,LOSS,-2.94
VIMTALABS,2023-03-27,304.49,291.85,344.5,2023-04-05,344.5,13.14,4.15,WIN,13.14
VIMTALABS,2024-03-13,440.54,419.1,515.0,2024-04-24,515.0,16.9,4.87,WIN,16.9
VIMTALABS,2024-05-31,471.42,449.9,609.0,2024-06-04,449.9,29.18,4.57,LOSS,-4.57
VIMTALABS,2024-10-08,507.46,493.05,673.9,2024-11-08,673.9,32.8,2.84,WIN,32.8
VIMTALABS,2025-04-04,898.18,862.3,1113.45,2025-04-07,862.3,23.97,3.99,LOSS,-3.99
VIMTALABS,2025-08-26,637.78,629.0,717.75,2025-08-28,629.0,12.54,1.38,LOSS,-1.38
TIL,2021-02-12,174.95,166.3,200.0,2021-02-24,166.3,14.32,4.94,LOSS,-4.94
TIL,2021-10-25,159.19,153.0,209.8,2021-11-11,153.0,31.79,3.89,LOSS,-3.89
TIL,2022-01-24,143.36,139.2,164.9,2022-01-25,139.2,15.02,2.9,LOSS,-2.9
TIL,2022-04-28,112.78,108.36,153.0,2022-04-29,108.36,35.67,3.92,LOSS,-3.92
