ticker,entry_date,entry_price,sl_price,tp_price,exit_date,exit_price,target_pct,sl_pct,outcome,pnl_pct
STAR,2022-11-24,318.73,310.3,357.0,2022-12-05,357.0,12.01,2.64,WIN,12.01
STAR,2024-11-13,1367.89,1352.19,1589.0,2024-11-18,1352.19,16.16,1.15,LOSS,-1.15
STAR,2025-02-14,626.2,610.34,760.95,2025-02-17,610.34,21.52,2.53,LOSS,-2.53
STAR,2025-04-04,609.56,585.1,737.7,2025-04-07,585.1,21.02,4.01,LOSS,-4.01
STAR,2025-09-26,815.85,792.05,906.85,2025-10-14,792.05,11.15,2.92,LOSS,-2.92
STAR,2026-05-19,1069.58,1026.0,1231.0,2026-06-04,1026.0,15.09,4.07,LOSS,-4.07
PARKHOTELS,2025-05-28,154.05,151.47,170.17,2025-05-30,151.47,10.46,1.67,LOSS,-1.67
PARKHOTELS,2026-02-26,122.89,119.12,136.35,2026-03-02,119.12,10.95,3.07,LOSS,-3.07
PFC,2021-03-24,117.52,115.93,132.2,2021-03-25,115.93,12.49,1.36,LOSS,-1.36
PFC,2023-01-27,139.5,136.2,161.8,2023-01-30,136.2,15.99,2.37,LOSS,-2.37
PFC,2023-03-27,146.62,142.15,170.6,2023-05-02,170.6,16.35,3.05,WIN,16.35
PFC,2024-02-22,400.8,392.53,453.7,2024-02-28,392.53,13.2,2.06,LOSS,-2.06
PFC,2024-05-10,413.12,405.1,485.5,2024-05-13,405.1,17.52,1.94,LOSS,-1.94
PFC,2024-08-06,490.35,479.75,573.8,2024-08-07,479.75,17.02,2.16,LOSS,-2.16
PFC,2025-05-06,401.85,389.0,444.1,2025-05-08,389.0,10.51,3.2,LOSS,-3.2
PFC,2026-06-03,409.1,398.85,467.0,2026-08-10,398.85,14.15,2.51,LOSS,-2.51
GVPTECH,2024-08-06,13.13,12.87,15.0,2024-08-07,12.87,14.2,2.02,LOSS,-2.02
GVPTECH,2025-05-09,9.05,8.61,10.99,2025-06-27,10.99,21.44,4.83,WIN,21.44
GVPTECH,2025-07-02,9.99,9.84,12.0,2025-07-30,9.84,20.09,1.53,LOSS,-1.53
GVPTECH,2025-12-23,9.44,9.22,11.19,2025-12-24,9.22,18.51,2.39,LOSS,-2.39
GVPTECH,2026-07-08,6.7,6.58,7.89,2026-07-14,6.58,17.76,1.74,LOSS,-1.74
INDUSINDBK,2025-03-03,953.02,931.95,1086.55,2025-03-10,931.95,14.01,2.21,LOSS,-2.21
TNTELE,2022-05-24,8.35,8.17,9.95,2022-05-25,8.17,19.16,2.19,LOSS,-2.19
TNTELE,2022-09-14,8.84,8.45,9.8,2022-09-16,8.45,10.89,4.38,LOSS,-4.38
TNTELE,2023-02-08,7.25,7.13,8.1,2023-02-09,7.13,11.72,1.68,LOSS,-1.68
TNTELE,2023-04-17,6.04,5.94,6.8,2023-04-19,5.94,12.63,1.61,LOSS,-1.61
TNTELE,2024-07-02,10.06,9.71,12.78,2024-07-11,9.71,27.07,3.44,LOSS,-3.44
TNTELE,2024-08-20,12.46,12.03,14.74,2024-08-21,12.03,18.32,3.44,LOSS,-3.44
TNTELE,2024-11-08,9.77,9.39,11.03,2024-11-13,9.39,12.93,3.86,LOSS,-3.86
TNTELE,2025-01-13,9.7,9.25,14.61,2025-01-14,9.25,50.66,4.61,LOSS,-4.61
TNTELE,2025-04-28,9.76,9.52,11.16,2025-04-29,9.52,14.37,2.4,LOSS,-2.4
AFFORDABLE,2026-08-03,176.35,173.05,213.1,2026-08-04,173.05,20.84,1.87,LOSS,-1.87
LOTUSDEV,2025-10-08,184.78,180.7,204.0,2025-10-14,180.7,10.4,2.21,LOSS,-2.21
NARMADA,2022-11-03,23.69,23.4,27.0,2022-11-14,23.4,13.98,1.21,LOSS,-1.21
NARMADA,2023-02-14,24.32,23.46,31.3,2023-02-15,23.46,28.67,3.54,LOSS,-3.54
NARMADA,2023-12-21,20.39,19.26,25.95,2024-01-30,25.95,27.28,5.55,WIN,27.28
NARMADA,2024-04-16,21.41,20.6,24.8,2024-04-19,20.6,15.82,3.79,LOSS,-3.79
NARMADA,2024-05-31,21.33,20.8,24.35,2024-06-03,20.8,14.19,2.46,LOSS,-2.46
NARMADA,2025-01-27,21.03,20.01,23.77,2025-01-28,20.01,13.04,4.84,LOSS,-4.84
NARMADA,2026-03-30,29.35,28.87,35.99,2026-03-31,28.87,22.63,1.63,LOSS,-1.63
NARMADA,2026-07-21,35.3,33.76,40.04,2026-07-27,33.76,13.44,4.35,LOSS,-4.35
AARTECH,2023-08-25,133.75,130.68,161.0,2023-08-30,161.0,20.37,2.3,WIN,20.37
AARTECH,2023-09-14,163.45,159.34,189.5,2023-10-13,159.34,15.94,2.51,LOSS,-2.51
AARTECH,2024-02-27,151.11,146.47,191.1,2024-03-14,146.47,26.46,3.07,LOSS,-3.07
AARTECH,2024-08-09,192.63,184.89,231.0,2024-08-12,184.89,19.92,4.02,LOSS,-4.02
AARTECH,2024-08-29,73.76,72.57,85.21,2024-08-30,72.57,15.52,1.62,LOSS,-1.62
AARTECH,2025-05-07,52.9,52.24,64.31,2025-05-08,52.24,21.56,1.25,LOSS,-1.25
AARTECH,2025-11-06,53.4,51.21,61.5,2025-11-11,51.21,15.17,4.1,LOSS,-4.1
AARTECH,2026-01-12,51.05,49.9,58.0,2026-01-13,49.9,13.61,2.26,LOSS,-2.26
AARTECH,2026-05-12,42.21,40.59,55.99,2026-05-13,40.59,32.65,3.84,LOSS,-3.84
AARTECH,2026-07-08,49.47,47.5,60.98,2026-07-09,47.5,23.27,3.98,LOSS,-3.98
AARTECH,2026-08-24,47.12,45.5,53.36,2026-09-10,53.36,13.23,3.45,WIN,13.23
NDRAUTO,2022-01-19,408.75,393.0,494.25,2022-01-21,494.25,20.92,3.85,WIN,20.92
NDRAUTO,2022-12-23,492.77,473.22,618.8,2023-01-05,618.8,25.57,3.97,WIN,25.57
NDRAUTO,2023-02-24,618.08,597.86,715.0,2023-02-27,597.86,15.68,3.27,LOSS,-3.27
NDRAUTO,2023-08-21,830.25,812.95,1008.6,2023-08-22,812.95,21.48,2.08,LOSS,-2.08
NDRAUTO,2024-01-23,778.91,765.81,875.0,2024-01-24,765.81,12.34,1.68,LOSS,-1.68
NDRAUTO,2024-03-13,750.79,725.1,986.9,2024-03-14,725.1,31.45,3.42,LOSS,-3.42
NDRAUTO,2024-09-25,1624.71,1601.77,1945.0,2024-09-26,1601.77,19.71,1.41,LOSS,-1.41
NDRAUTO,2025-01-27,719.55,691.05,867.2,2025-01-28,691.05,20.52,3.96,LOSS,-3.96
NDRAUTO,2025-07-28,973.9,932.05,1190.4,2025-08-11,932.05,22.23,4.3,LOSS,-4.3
NDRAUTO,2025-09-26,1025.76,1001.0,1169.2,2025-10-09,1001.0,13.98,2.41,LOSS,-2.41
KANANIIND,2022-06-01,28.31,26.9,35.75,2022-06-02,26.9,26.27,4.99,LOSS,-4.99
KANANIIND,2022-11-11,8.28,7.9,9.75,2022-11-28,7.9,17.82,4.53,LOSS,-4.53
KANANIIND,2022-12-23,8.6,8.2,13.45,2022-12-26,8.2,56.4,4.65,LOSS,-4.65
KANANIIND,2023-10-13,8.16,7.85,10.1,2023-10-23,7.85,23.74,3.83,LOSS,-3.83
KANANIIND,2023-12-18,7.57,7.4,9.3,2023-12-19,7.4,22.77,2.31,LOSS,-2.31
KANANIIND,2024-04-25,3.84,3.65,4.5,2024-04-30,3.65,17.26,4.89,LOSS,-4.89
KANANIIND,2026-05-18,1.42,1.38,1.89,2026-07-27,1.38,32.86,3.26,LOSS,-3.26
HCC,2021-03-17,8.52,8.1,9.9,2021-03-18,8.1,16.13,4.99,LOSS,-4.99
HCC,2021-04-12,7.89,7.67,8.7,2021-04-13,7.67,10.3,2.73,LOSS,-2.73
HCC,2021-08-03,11.2,11.04,14.9,2021-08-04,11.04,33.04,1.44,LOSS,-1.44
HCC,2021-10-20,10.38,10.25,11.7,2021-10-25,10.25,12.77,1.24,LOSS,-1.24
HCC,2022-02-21,16.57,16.34,20.05,2022-02-22,16.34,20.97,1.45,LOSS,-1.45
HCC,2022-10-17,13.75,13.1,16.3,2022-11-17,16.3,18.55,4.73,WIN,18.55
HCC,2022-11-22,16.41,16.04,18.3,2022-11-23,16.04,11.5,2.28,LOSS,-2.28
HCC,2023-07-25,19.23,18.91,21.65,2023-07-26,18.91,12.61,1.64,LOSS,-1.64
HCC,2024-06-05,34.74,34.06,41.9,2024-06-11,41.9,20.62,1.96,WIN,20.62
HCC,2025-01-09,36.48,35.27,47.85,2025-01-10,35.27,31.18,3.31,LOSS,-3.31
HCC,2025-04-07,23.98,23.05,28.6,2025-04-22,28.6,19.28,3.87,WIN,19.28
HCC,2025-12-24,18.52,18.25,20.7,2025-12-30,18.25,11.76,1.49,LOSS,-1.49
HCC,2026-01-20,19.11,18.82,21.29,2026-01-21,18.82,11.41,1.52,LOSS,-1.52
HCC,2026-07-07,23.66,23.3,28.5,2026-07-08,23.3,20.44,1.51,LOSS,-1.51
COUNCODOS,2021-08-06,2.88,2.75,3.65,2021-08-11,2.75,26.96,4.35,LOSS,-4.35
COUNCODOS,2023-04-27,3.73,3.66,4.25,2023-05-05,3.66,14.09,1.66,LOSS,-1.66
COUNCODOS,2023-06-14,4.11,3.96,5.1,2023-06-19,3.96,24.01,3.71,LOSS,-3.71
COUNCODOS,2023-08-07,4.15,3.95,5.45,,,31.33,4.82,OPEN,0.0
COUNCODOS,2024-01-16,5.4,5.2,6.15,2024-01-18,5.2,13.89,3.7,LOSS,-3.7
COUNCODOS,2024-04-15,4.93,4.85,5.65,2024-04-16,4.85,14.72,1.5,LOSS,-1.5
COUNCODOS,2024-07-10,6.43,6.34,7.33,2024-07-18,6.34,14.09,1.39,LOSS,-1.39
COUNCODOS,2024-08-06,7.12,6.92,8.83,2024-08-14,6.92,24.02,2.81,LOSS,-2.81
COUNCODOS,2025-03-24,5.88,5.68,7.2,2025-03-27,5.68,22.45,3.36,LOSS,-3.36
COUNCODOS,2025-10-10,6.41,6.1,8.89,2025-11-06,6.1,38.8,4.76,LOSS,-4.76
COUNCODOS,2026-01-06,5.71,5.63,6.7,2026-01-07,5.63,17.39,1.3,LOSS,-1.3
DCBBANK,2021-11-22,93.65,89.25,105.25,2021-11-26,89.25,12.39,4.7,LOSS,-4.7
DCBBANK,2022-02-14,79.89,78.35,89.0,2022-02-21,78.35,11.41,1.92,LOSS,-1.92
DCBBANK,2024-06-04,121.85,117.3,144.5,2024-06-21,144.5,18.59,3.73,WIN,18.59
ADVENZYMES,2021-04-19,347.4,337.45,392.8,2021-04-23,392.8,13.07,2.86,WIN,13.07
ADVENZYMES,2022-03-29,281.44,272.05,337.75,2022-05-09,272.05,20.01,3.33,LOSS,-3.33
ADVENZYMES,2022-08-10,270.1,262.75,298.0,2022-08-12,262.75,10.33,2.72,LOSS,-2.72
ADVENZYMES,2022-09-28,277.75,269.0,310.5,2022-09-30,269.0,11.79,3.15,LOSS,-3.15
ADVENZYMES,2022-12-23,275.86,270.05,310.95,2022-12-26,270.05,12.72,2.11,LOSS,-2.11
ADVENZYMES,2023-05-16,277.88,267.0,306.7,2023-06-23,267.0,10.37,3.91,LOSS,-3.91
ADVENZYMES,2024-09-02,438.65,419.9,486.0,2024-09-11,486.0,10.79,4.27,WIN,10.79
ADVENZYMES,2025-05-06,276.25,266.0,306.5,2025-05-13,306.5,10.95,3.71,WIN,10.95
ADVENZYMES,2026-02-02,271.52,262.2,303.85,2026-02-11,303.85,11.9,3.43,WIN,11.9
SEIL,2026-06-29,200.91,191.01,221.45,2026-07-02,221.45,10.22,4.93,WIN,10.22
CANHLIFE,2026-07-28,144.08,140.5,166.69,2026-07-29,140.5,15.69,2.49,LOSS,-2.49
SPLPETRO,2024-08-05,807.81,770.15,909.9,2024-09-05,909.9,12.64,4.66,WIN,12.64
SPLPETRO,2025-04-07,549.17,543.41,606.7,2025-04-11,606.7,10.47,1.05,WIN,10.47
SPLPETRO,2026-05-04,753.5,724.4,847.0,2026-05-06,724.4,12.41,3.86,LOSS,-3.86
SHRIRAMFIN,2025-04-02,631.54,613.4,695.0,2025-04-07,613.4,10.05,2.87,LOSS,-2.87
RMDRIP,2021-02-12,27.82,26.93,35.5,2021-02-17,26.93,27.58,3.22,LOSS,-3.22
RMDRIP,2022-02-10,15.84,15.3,18.7,2022-02-11,15.3,18.07,3.42,LOSS,-3.42
RMDRIP,2022-12-23,15.65,15.55,20.85,2022-12-26,15.55,33.23,0.64,LOSS,-0.64
RMDRIP,2023-06-01,49.35,48.81,63.0,2023-06-02,48.81,27.66,1.1,LOSS,-1.1
RMDRIP,2023-09-08,42.0,40.9,49.5,2023-09-27,49.5,17.86,2.62,WIN,17.86
RMDRIP,2024-04-23,129.61,125.73,149.1,2024-05-02,125.73,15.04,3.0,LOSS,-3.0
RMDRIP,2024-06-10,123.64,121.62,138.9,2024-06-11,138.9,12.34,1.63,WIN,12.34
RMDRIP,2025-02-17,383.42,375.0,444.0,2025-02-20,375.0,15.8,2.2,LOSS,-2.2
RMDRIP,2026-04-10,39.7,39.21,49.7,2026-04-13,39.21,25.18,1.23,LOSS,-1.23
XELPMOC,2021-05-24,306.16,295.8,350.0,2021-05-25,295.8,14.32,3.38,LOSS,-3.38
XELPMOC,2022-04-18,277.59,274.48,308.0,2022-04-19,274.48,10.96,1.12,LOSS,-1.12
XELPMOC,2022-08-29,166.69,162.15,187.3,2022-09-07,162.15,12.37,2.72,LOSS,-2.72
XELPMOC,2023-01-27,139.93,136.0,165.35,2023-01-31,136.0,18.17,2.81,LOSS,-2.81
XELPMOC,2023-08-14,98.11,96.03,110.0,2023-08-15,96.03,12.12,2.12,LOSS,-2.12
XELPMOC,2024-02-09,119.3,115.33,146.0,2024-02-12,115.33,22.38,3.32,LOSS,-3.32
XELPMOC,2024-05-30,132.69,129.69,155.8,2024-05-31,129.69,17.42,2.26,LOSS,-2.26
XELPMOC,2024-09-09,111.72,107.86,129.72,2024-09-11,129.72,16.11,3.45,WIN,16.11
XELPMOC,2025-03-26,95.43,93.5,107.33,2025-03-27,93.5,12.47,2.03,LOSS,-2.03
XELPMOC,2025-09-08,91.86,88.0,109.1,2025-09-22,109.1,18.77,4.2,WIN,18.77
XELPMOC,2025-11-21,137.18,134.88,155.5,2025-11-24,134.88,13.36,1.68,LOSS,-1.68
XELPMOC,2025-12-26,126.3,124.15,141.5,2026-01-08,124.15,12.03,1.71,LOSS,-1.71
XELPMOC,2026-05-05,96.69,92.0,111.02,2026-05-08,92.0,14.81,4.86,LOSS,-4.86
ECOSMOBLTY,2025-02-12,234.14,230.67,303.93,2025-02-13,230.67,29.81,1.48,LOSS,-1.48
ECOSMOBLTY,2025-03-13,184.96,182.12,205.8,2025-03-20,205.8,11.27,1.53,WIN,11.27
ECOSMOBLTY,2025-07-31,305.94,291.55,358.4,2025-08-06,291.55,17.15,4.7,LOSS,-4.7
ECOSMOBLTY,2025-12-23,206.3,198.0,260.05,2025-12-26,198.0,26.05,4.02,LOSS,-4.02
ECOSMOBLTY,2026-02-13,180.92,176.42,217.5,2026-02-16,176.42,20.22,2.49,LOSS,-2.49
ECOSMOBLTY,2026-05-29,124.55,122.0,143.0,2026-06-01,143.0,14.82,2.05,WIN,14.82
ECOSMOBLTY,2026-07-08,126.28,122.0,141.0,2026-08-13,122.0,11.66,3.39,LOSS,-3.39
OSWALPUMPS,2025-09-16,780.54,755.65,888.4,2025-09-25,755.65,13.82,3.19,LOSS,-3.19
OSWALPUMPS,2026-01-05,517.7,495.1,572.8,2026-01-06,495.1,10.64,4.37,LOSS,-4.37
OSWALPUMPS,2026-07-22,368.73,351.3,427.35,2026-07-23,351.3,15.9,4.73,LOSS,-4.73
HPAL,2022-05-02,382.9,373.05,456.15,2022-05-04,373.05,19.13,2.57,LOSS,-2.57
HPAL,2022-12-21,385.04,376.1,445.0,2022-12-22,376.1,15.57,2.32,LOSS,-2.32
HPAL,2024-04-15,98.26,95.05,108.4,2024-04-22,108.4,10.32,3.27,WIN,10.32
HPAL,2025-11-17,47.01,46.06,53.0,2025-11-21,46.06,12.74,2.02,LOSS,-2.02
HPAL,2026-05-13,39.0,37.9,47.42,2026-05-14,37.9,21.59,2.82,LOSS,-2.82
HPAL,2026-08-14,35.99,34.55,42.6,2026-08-17,34.55,18.37,3.99,LOSS,-3.99
COFFEEDAY,2021-11-29,37.29,36.58,42.6,2021-11-30,36.58,14.25,1.9,LOSS,-1.9
COFFEEDAY,2022-03-29,55.31,54.2,62.2,2022-03-31,54.2,12.45,2.01,LOSS,-2.01
COFFEEDAY,2022-06-16,43.39,41.55,54.7,2022-06-17,41.55,26.07,4.24,LOSS,-4.24
COFFEEDAY,2023-07-21,39.91,38.3,46.0,2023-07-24,38.3,15.25,4.04,LOSS,-4.04
COFFEEDAY,2024-02-19,63.5,62.17,74.25,2024-02-21,62.17,16.93,2.09,LOSS,-2.09
COFFEEDAY,2024-10-04,35.9,34.5,40.0,2024-10-08,34.5,11.44,3.89,LOSS,-3.89
COFFEEDAY,2025-03-12,26.69,25.27,33.44,2025-03-13,25.27,25.3,5.29,LOSS,-5.29
COFFEEDAY,2025-06-03,30.36,29.1,34.99,2025-06-10,34.99,15.23,4.17,WIN,15.23
COFFEEDAY,2025-09-05,44.54,43.45,51.46,2025-09-17,43.45,15.53,2.45,LOSS,-2.45
COFFEEDAY,2026-02-25,30.9,30.0,35.37,2026-03-02,30.0,14.48,2.9,LOSS,-2.9
COFFEEDAY,2026-05-18,23.94,23.61,29.3,2026-05-27,29.3,22.4,1.36,WIN,22.4
PSUBANK,2026-03-09,896.26,887.26,1010.0,2026-03-10,887.26,12.69,1.0,LOSS,-1.0
LLOYDSENGG,2024-03-11,51.25,49.1,62.9,2024-03-12,49.1,22.73,4.2,LOSS,-4.2
LLOYDSENGG,2024-05-10,56.91,54.6,73.2,2024-06-21,73.2,28.62,4.07,WIN,28.62
LLOYDSENGG,2024-07-23,72.91,70.32,88.55,2024-07-25,88.55,21.45,3.56,WIN,21.45
LLOYDSENGG,2024-10-04,75.82,72.56,83.95,2024-10-07,72.56,10.73,4.3,LOSS,-4.3
LLOYDSENGG,2025-01-28,76.12,73.4,89.9,2025-02-03,73.4,18.1,3.58,LOSS,-3.58
LLOYDSENGG,2026-01-09,51.51,50.25,59.24,2026-01-12,50.25,15.0,2.45,LOSS,-2.45
LLOYDSENGG,2026-03-04,44.63,43.7,56.49,2026-03-05,43.7,26.57,2.09,LOSS,-2.09
LLOYDSENGG,2026-08-21,90.51,87.9,99.75,2026-08-24,87.9,10.21,2.89,LOSS,-2.89
MENONBE,2021-02-12,55.17,52.85,61.9,2021-03-02,61.9,12.19,4.21,WIN,12.19
MENONBE,2021-03-08,57.21,55.4,64.7,2021-03-15,55.4,13.09,3.17,LOSS,-3.17
MENONBE,2021-10-26,74.09,71.25,84.8,2021-11-05,84.8,14.46,3.83,WIN,14.46
MENONBE,2022-02-14,84.71,82.12,112.95,2022-02-15,82.12,33.33,3.06,LOSS,-3.06
MENONBE,2024-05-10,119.54,117.81,134.0,2024-05-13,117.81,12.1,1.45,LOSS,-1.45
MENONBE,2025-08-05,129.9,128.21,145.0,2025-08-07,128.21,11.62,1.3,LOSS,-1.3
MENONBE,2026-03-19,117.74,116.33,129.58,2026-03-23,116.33,10.06,1.2,LOSS,-1.2
MENONBE,2026-09-09,278.29,274.94,324.0,,,16.43,1.2,OPEN,0.0
PRABHA,2026-03-02,163.45,160.79,208.0,2026-03-05,160.79,27.26,1.63,LOSS,-1.63
PRABHA,2026-05-29,157.5,154.21,185.0,2026-06-08,154.21,17.46,2.09,LOSS,-2.09
DLINKINDIA,2021-03-05,107.4,102.35,130.0,2021-03-19,102.35,21.04,4.7,LOSS,-4.7
DLINKINDIA,2021-07-28,147.96,143.3,168.65,2021-08-05,143.3,13.98,3.15,LOSS,-3.15
DLINKINDIA,2021-10-19,142.96,138.65,160.85,2021-10-20,138.65,12.51,3.02,LOSS,-3.02
DLINKINDIA,2022-04-29,146.36,141.65,163.6,2022-05-04,141.65,11.78,3.22,LOSS,-3.22
DLINKINDIA,2022-09-26,167.88,161.1,198.9,2022-10-19,198.9,18.48,4.04,WIN,18.48
DLINKINDIA,2023-03-14,215.77,207.11,269.0,2023-03-27,207.11,24.67,4.02,LOSS,-4.02
DLINKINDIA,2023-08-21,308.49,304.57,350.5,2023-09-04,350.5,13.62,1.27,WIN,13.62
DLINKINDIA,2024-10-08,537.0,510.6,635.0,2024-10-22,510.6,18.25,4.92,LOSS,-4.92
DLINKINDIA,2024-11-13,529.93,508.9,605.25,2024-11-18,508.9,14.21,3.97,LOSS,-3.97
DLINKINDIA,2026-02-06,386.62,368.0,450.0,2026-04-17,450.0,16.39,4.82,WIN,16.39
BBTCL,2022-09-29,275.96,265.0,345.0,2022-10-19,265.0,25.02,3.97,LOSS,-3.97
BBTCL,2022-12-22,228.57,225.82,280.0,2023-01-03,225.82,22.5,1.21,LOSS,-1.21
BBTCL,2023-01-06,246.6,242.5,273.0,2023-01-09,242.5,10.71,1.66,LOSS,-1.66
BBTCL,2023-06-26,231.78,223.6,289.0,2023-08-23,289.0,24.69,3.53,WIN,24.69
BBTCL,2023-09-01,238.73,228.35,299.0,2023-11-30,299.0,25.25,4.35,WIN,25.25
BBTCL,2025-08-14,183.99,180.13,221.01,2025-11-17,221.01,20.12,2.1,WIN,20.12
BBTCL,2026-08-03,222.57,216.06,251.0,2026-08-14,251.0,12.77,2.92,WIN,12.77
BBTCL,2026-08-31,227.26,221.41,262.0,2026-09-01,221.41,15.29,2.57,LOSS,-2.57
INDRAMEDCO,2021-06-14,90.55,88.6,102.5,2021-06-17,88.6,13.2,2.15,LOSS,-2.15
INDRAMEDCO,2021-11-22,74.96,74.05,83.0,2021-11-23,74.05,10.72,1.22,LOSS,-1.22
INDRAMEDCO,2022-05-06,61.91,60.93,71.2,2022-05-09,60.93,15.0,1.58,LOSS,-1.58
INDRAMEDCO,2023-01-27,85.29,83.25,94.3,2023-01-30,83.25,10.57,2.39,LOSS,-2.39
INDRAMEDCO,2023-10-20,162.95,156.5,180.0,2023-10-25,156.5,10.46,3.96,LOSS,-3.96
INDRAMEDCO,2024-03-05,174.59,168.0,197.0,2024-03-13,168.0,12.84,3.77,LOSS,-3.77
INDRAMEDCO,2024-05-21,249.36,241.0,278.4,2024-05-27,241.0,11.64,3.35,LOSS,-3.35
INDRAMEDCO,2024-07-01,235.05,231.07,263.91,2024-07-25,263.91,12.28,1.69,WIN,12.28
INDRAMEDCO,2024-11-18,405.29,399.66,489.5,2024-12-03,489.5,20.78,1.39,WIN,20.78
INDRAMEDCO,2025-04-30,395.07,376.95,440.2,2025-05-07,376.95,11.42,4.59,LOSS,-4.59
INDRAMEDCO,2025-06-19,387.48,371.2,456.15,2025-06-30,456.15,17.72,4.2,WIN,17.72
INDRAMEDCO,2025-09-26,451.85,435.85,523.0,2025-10-07,523.0,15.75,3.54,WIN,15.75
INDRAMEDCO,2025-11-10,579.76,563.0,640.85,2025-11-11,563.0,10.54,2.89,LOSS,-2.89
INDRAMEDCO,2026-08-31,364.11,359.0,405.9,2026-09-01,359.0,11.48,1.4,LOSS,-1.4
MARSONS,2026-04-30,154.33,152.46,173.0,2026-05-07,173.0,12.1,1.21,WIN,12.1
EQUIPPP,2022-05-02,86.61,84.25,110.0,2022-05-03,84.25,27.0,2.73,LOSS,-2.73
EQUIPPP,2023-02-14,39.61,38.76,54.95,2023-02-15,38.76,38.72,2.16,LOSS,-2.16
EQUIPPP,2023-09-04,27.91,27.18,35.9,2023-09-11,27.18,28.62,2.64,LOSS,-2.64
EQUIPPP,2024-02-19,28.25,27.62,33.0,2024-02-20,27.62,16.81,2.23,LOSS,-2.23
EQUIPPP,2024-05-06,30.31,30.0,36.3,2024-05-07,30.0,19.75,1.04,LOSS,-1.04
EQUIPPP,2024-09-02,22.17,21.71,25.9,2024-09-04,21.71,16.81,2.08,LOSS,-2.08
EQUIPPP,2025-04-28,19.55,19.2,22.5,2025-05-02,19.2,15.1,1.8,LOSS,-1.8
EQUIPPP,2025-10-10,19.04,18.59,22.68,2025-10-13,18.59,19.13,2.34,LOSS,-2.34
EQUIPPP,2026-03-24,16.86,16.32,19.5,2026-03-25,16.32,15.66,3.23,LOSS,-3.23
EQUIPPP,2026-07-31,22.25,21.88,24.97,2026-08-03,21.88,12.22,1.67,LOSS,-1.67
ADANIENT,2021-06-14,1344.38,1292.0,1717.2,,,27.73,3.9,OPEN,0.0
ADANIENT,2021-09-20,1451.4,1390.0,1600.85,2021-09-21,1390.0,10.3,4.23,LOSS,-4.23
ADANIENT,2022-01-24,1732.35,1689.5,1908.5,2022-01-25,1689.5,10.17,2.47,LOSS,-2.47
ADANIENT,2024-03-13,2949.99,2804.4,3277.95,2024-04-01,3277.95,11.12,4.94,WIN,11.12
ADANIENT,2026-03-04,2061.88,1992.2,2288.0,2026-03-09,1992.2,10.97,3.38,LOSS,-3.38
VLSFINANCE,2021-02-24,80.86,78.5,96.55,2021-03-01,96.55,19.4,2.92,WIN,19.4
VLSFINANCE,2021-11-29,192.67,186.0,225.75,2021-12-20,186.0,17.17,3.46,LOSS,-3.46
VLSFINANCE,2022-03-28,160.35,158.4,178.65,2022-03-30,158.4,11.41,1.22,LOSS,-1.22
VLSFINANCE,2022-08-16,149.05,144.1,164.65,2022-08-17,144.1,10.47,3.32,LOSS,-3.32
VLSFINANCE,2024-02-27,281.05,274.58,322.2,2024-02-28,274.58,14.64,2.3,LOSS,-2.3
VLSFINANCE,2024-05-07,249.79,241.0,278.9,2024-05-27,278.9,11.65,3.52,WIN,11.65
VLSFINANCE,2025-05-09,217.98,211.21,281.96,,,29.35,3.11,OPEN,0.0
PRAXIS,2021-05-17,36.31,35.89,40.35,2021-05-25,35.89,11.12,1.17,LOSS,-1.17
PRAXIS,2021-09-07,44.67,43.96,55.25,2021-09-08,43.96,23.67,1.61,LOSS,-1.61
PRAXIS,2021-09-28,32.02,31.43,35.4,2021-09-29,31.43,10.54,1.85,LOSS,-1.85
PRAXIS,2021-12-03,43.06,41.83,49.75,2021-12-06,41.83,15.53,2.87,LOSS,-2.87
PRAXIS,2022-09-22,30.34,30.0,40.8,2022-09-26,30.0,34.49,1.12,LOSS,-1.12
PRAXIS,2022-12-21,29.23,28.0,37.8,2022-12-22,28.0,29.34,4.19,LOSS,-4.19
PRAXIS,2023-04-27,18.71,18.51,21.4,2023-04-28,18.51,14.36,1.07,LOSS,-1.07
PRAXIS,2024-01-29,31.12,29.85,38.0,2024-01-30,29.85,22.09,4.1,LOSS,-4.1
PRAXIS,2024-06-20,15.96,15.79,18.49,2024-06-24,15.79,15.83,1.08,LOSS,-1.08
PRAXIS,2025-01-17,19.94,19.69,22.91,2025-01-20,19.69,14.88,1.26,LOSS,-1.26
PRAXIS,2025-07-24,11.98,11.49,14.55,2025-07-29,11.49,21.43,4.11,LOSS,-4.11
PRAXIS,2026-04-30,7.64,7.49,8.42,2026-05-05,7.49,10.21,1.91,LOSS,-1.91
PRAXIS,2026-07-13,7.45,7.33,8.24,2026-07-14,7.33,10.6,1.66,LOSS,-1.66
SMALLCAP,2025-01-09,48.52,47.4,54.7,2025-01-10,47.4,12.74,2.31,LOSS,-2.31
FLUOROCHEM,2021-12-20,2061.75,2033.46,2539.7,2022-01-04,2539.7,23.18,1.37,WIN,23.18
FLUOROCHEM,2022-02-15,2652.5,2593.8,3198.9,2022-02-21,2593.8,20.6,2.21,LOSS,-2.21
FLUOROCHEM,2022-05-06,2618.2,2589.44,3150.0,2022-05-09,2589.44,20.31,1.1,LOSS,-1.1
FLUOROCHEM,2022-06-13,2702.28,2666.07,3013.0,2022-06-14,2666.07,11.5,1.34,LOSS,-1.34
